,Analytic Details,Bypass,CAPEC ID,Contributor,Data Source,Description,Group,Group Alias,Group ID,Mitigation,Platform,Requires Permissions,Requires System,Tactic,Technique ID,Technique Name,URL
263,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0037|HAMMERTOSS]] is known to use PowerShell.[[CiteRef::FireEye APT29]]'],['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
264,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0053|SeaDuke]] uses a module to execute Mimikatz with PowerShell to perform [[Technique/T1097|Pass the Ticket]].[[CiteRef::Symantec Seaduke 2015]]'],['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
265,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']","['[[Software/S0150|POSHSPY]] uses PowerShell to execute various commands, one to execute its payload.[[CiteRef::FireEye POSHSPY April 2017]]']",['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
266,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0016|APT29]] has used encoded PowerShell scripts uploaded to [[Software/S0046|CozyCar]] installations to download and install [[Software/S0053|SeaDuke]].[[CiteRef::Symantec Seaduke 2015]] [[Group/G0016|APT29]] also used PowerShell scripts to evade defenses.[[CiteRef::Mandiant No Easy Breach]]'],['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
267,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']","[""The [[Group/G0033|Poseidon Group]]'s Information Gathering Tool (IGT) includes PowerShell components.[[CiteRef::Kaspersky Poseidon Group]]""]",['Poseidon Group'],['Poseidon Group'],['G0033'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
268,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0022|APT3]] has used PowerShell on victim systems to download and run payloads after exploitation.[[CiteRef::FireEye Operation Double Tap]]'],['APT3'],"['APT3', 'Gothic Panda', 'Pirpi', 'UPS Team', 'Buckeye', 'Threat Group-0110', 'TG-0110']",['G0022'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
269,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0045|menuPass]] uses PowerSploit to inject shellcode into PowerShell.[[CiteRef::PWC Cloud Hopper Technical Annex April 2017]]'],['menuPass'],"['menuPass', 'Stone Panda', 'APT10', 'Red Apollo', 'CVNX']",['G0045'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
270,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0040|Patchwork]] used PowerSploit to download and run a reverse shell.[[CiteRef::Cymmetria Patchwork]]'],['Patchwork'],"['Patchwork', 'Dropping Elephant', 'Chinastrats']",['G0040'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
271,"['If proper execution policy is set, adversaries will likely be able to define their own execution policy if they obtain administrator or system access, either through the Registry or at the command line. This change in policy on a system may be a way to detect malicious use of PowerShell. If PowerShell is not used in an environment, then simply looking for PowerShell execution may detect malicious activity.\n\nIt is also beneficial to turn on PowerShell logging to gain increased fidelity in what occurs during execution.[[CiteRef::Malware Archaeology PowerShell Cheat Sheet]] PowerShell 5.0 introduced enhanced logging capabilities, and some of those features have since been added to PowerShell 4.0. Earlier versions of PowerShell do not have many logging features.[[CiteRef::FireEye PowerShell Logging 2016]] An organization can gather PowerShell execution details in a data analytic platform to supplement it with other data.']",[],[],[],"['Windows Registry', 'File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0027|Threat Group-3390]] has used PowerShell for execution.[[CiteRef::SecureWorks BRONZE UNION June 2017]]'],['Threat Group-3390'],"['Threat Group-3390', 'TG-3390', 'Emissary Panda', 'BRONZE UNION']",['G0027'],"['It may be possible to remove PowerShell from systems when not needed, but a review should be performed to assess the impact to an environment, since it could be in use for many legitimate purposes and administrative functions. When PowerShell is necessary, restrict PowerShell execution policy to administrators and to only execute signed scripts. Be aware that there are methods of bypassing the PowerShell execution policy, depending on environment configuration.[[CiteRef::Netspi PowerShell Execution Policy Bypass]] Disable/restrict the WinRM Service to help prevent uses of PowerShell for remote execution.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']","['User', 'Administrator']",[],['Execution'],['Technique/T1086'],['PowerShell'],https://attack.mitre.org/wiki/Technique/T1086
272,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0008|Carbanak]] installs VNC server software that executes through rundll32.[[CiteRef::Kaspersky Carbanak]]'],['Carbanak'],"['Carbanak', 'Anunak']",['G0008'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
273,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0074|Sakula]] calls cmd.exe to run various DLL files via rundll32.[[CiteRef::Dell Sakula]]'],['Deep Panda'],"['Deep Panda', 'Shell Crew', 'WebMasters', 'KungFu Kittens', 'PinkPanther', 'Black Vine']",['G0009'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
274,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0142|StreamEx]] uses rundll32 to call an exported function.[[CiteRef::Cylance Shell Crew Feb 2017]]'],['Deep Panda'],"['Deep Panda', 'Shell Crew', 'WebMasters', 'KungFu Kittens', 'PinkPanther', 'Black Vine']",['G0009'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
275,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0147|Pteranodon]] executes functions using rundll32.exe.[[CiteRef::Palo Alto Gamaredon Feb 2017]]'],['Gamaredon Group'],['Gamaredon Group'],['G0047'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
276,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0044|JHUHUGIT]] is executed using rundll32.exe.[[CiteRef::F-Secure Sofacy 2015]]'],['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
277,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0045|ADVSTORESHELL]] has used rundll32.exe in a Registry value to establish persistence.[[CiteRef::Bitdefender APT28 Dec 2015]]'],['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
278,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']","['[[Software/S0137|CORESHELL]] is installed via execution of rundll32 with an export named ""init"" or ""InitW.""[[CiteRef::Microsoft SIR Vol 19]]']",['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
279,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",[u'[[Group/G0007|APT28]] executed [[Software/S0023|CHOPSTICK]] by using rundll32 commands such as <code>rundll32.exe \u201cC:\\Windows\\twain_64.dll\u201d</code>.[[CiteRef::Crowdstrike DNC June 2016]] [[Group/G0007|APT28]] also executed a .dll for a first stage dropper using rundll32.exe.[[CiteRef::Bitdefender APT28 Dec 2015]]'],['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
280,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0148|RTM]] runs its core DLL file using rundll32.exe.[[CiteRef::ESET RTM Feb 2017]]'],['RTM'],['RTM'],['G0048'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
281,['Use process monitoring to monitor the execution and arguments of rundll32.exe. Compare recent invocations of rundll32.exe with prior history of known good arguments and loaded DLLs to determine anomalous and potentially adversarial activity. Command arguments used with the rundll32.exe invocation may also be useful in determining the origin and purpose of the DLL being loaded.'],"['Anti-virus', 'Application whitelisting']",[],[],"['File monitoring', 'Binary file metadata', 'Process command-line parameters', 'Process monitoring']","['After copying itself to a DLL file, a variant of [[Software/S0081|Elise]] calls the DLL file using rundll32.exe.[[CiteRef::Lotus Blossom Jun 2015]]']",['Lotus Blossom'],"['Lotus Blossom', 'Spring Dragon']",['G0030'],"[""Microsoft's Enhanced Mitigation Experience Toolkit (EMET) Attack Surface Reduction (ASR) feature can be used to block methods of using rundll32.exe to bypass whitelisting.[[CiteRef::Secure Host Baseline EMET]]""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",['User'],[],"['Defense Evasion', 'Execution']",['Technique/T1085'],['Rundll32'],https://attack.mitre.org/wiki/Technique/T1085
